GeneA	GeneB	Class	From	Recs.add	Recs.sub	EssgCom	GOSemSim_MF	GOSemSim_BP	GOSemSim_CC	GeneMANIAGG	HI.add	HI.sub	BioDis	LofIn.add	LofIn.sub	BioGRIDPP	STRINGPP	REAC_FI	PS_2DbJacSim	HighexpPer	Abundance.add	Abundance.sub	COXPRESdbMRvalue	DOSemSim
MYH7	LMBRD1	0	DIDA_NDI	0.270358	0.064922	0	0.451	0.394	0.316	0	0.63	0.25	0.052207	0.000148	0.000144	0	0	0	0	0	0.0011543698	0.0019424416	0.5139	0
GGCX	MYH7B	0	DIDA_NDI	0.463726	0.184071	1	0.2866478	0.18442288	0.38760334	0	0.247	0.003	0.064045	0	0	0	0	0	0	0	4.1e-05	6e-06	0.6021	0.115100674
NEK1	USH1C	0	DIDA_NDI	0.261983	0.07602	1	0.565	0.237	0.464	0	0.581	0.447	0.062423	0	0	0	0	0	0	0	1.5e-05	8e-06	0.5222	0.246
TTN	KCNH2	0	DIDA_NDI	0.68178	0.086584	2	0.541	0.328	0.392	2.3962859e-05	1.049	0.345	0.052784	0.996051	0.996051	0	0.375	0	0	0.1429	0.000267	0.000461	0.5152	0.324
GJB2	TTN	0	DIDA_NDI	0.889875	0.121511	2	0.556	0.239	0.419	3.9469287e-06	0.754	0.05	0.057007	0	0	0	0	0	0	0	0.000266	0.000463	0.5858	0.288
IL17RD	USH2A	0	DIDA_NDI	0.44720542	0.18591551	0	0.131	0.23	0.264	0	0.707	0.449	0.09853	2.6e-05	2.6e-05	0	0	0	0	0.0714	3e-06	2e-06	0.4884	0.306
WNT10A	POLG	0	DIDA_NDI	0.544828	0.138879	1	0.363	0.122	0.286	0	0.4	0.01	0.085139	0.01021	0.010128	0	0	0	0	0.2	4.3e-05	2.3e-05	0.4958	0.38
DYNC2H1	RP1L1	0	DIDA_NDI	0.28051922	0.07385827	1	0	0.373	0.586	0	0.179	0.021	0.142357	0.2790219	0.2635606	0	0	0	0	0	0.0010564073	0.0018404637	0.5202	0.139
KCNQ1	USH1C	0	DIDA_NDI	0.50572	0.167717	0	0.471	0.325	0.514	0	0.362	0.228	0.057007	2.5e-05	2.4e-05	0	0.218	0	0	0.2	6e-06	8e-06	0.2775	1
ITGA7	LAMA1	0	DIDA_NDI	0.85784894	0.30220297	2	1	0.539	0.26	0.0054	0.383	0.081	0.006334	0	0	0	0.957	1	0	0	0.000106	0.00016	0.4015	0.306
MYH7	MYO7A	0	DIDA_NDI	0.506456	0.171176	0	0.8	0.303	0.364	0.00012	0.547	0.333	0.066333	0.000146	0.000146	0	0.288	0	0.25	0	0.001806	0.003177	0.4754	0.433
ADGRV1	RP1L1	0	DIDA_NDI	0.5243054	0.19167323	0	0	0.366	0.318	0	0.4911431	0.2126836	0.0857742	0.46992627	0.3524609	0	0.388	0	0	0	0	0	0.4837	0.162
SPRY4	LAMB3	0	DIDA_NDI	0.468713	0.184911	2	1	0.108	0.133	0	0.987	0.815	0.050673	0.10992	0.10992	0	0.17	0	0	0.087	6.5e-05	5.8e-05	0.3348	1
PRPH2	SLC26A4	0	DIDA_NDI	0.652387	0.225246	0	0	0	0.708	0	0.75	0.058	0.09853	0.38806	0.38806	0	0	0	0	0.1538	0.0020037706	0.0025926665	0.412	0.295
CHD7	KCNH2	0	DIDA_NDI	0.437249	0.157947	2	0.486	0.203	0.276	0	0.818	0.576	0.054895	1.996051	0.003949	0	0	0	0	0.125	1.2e-05	9e-06	0.4157	0.389
PCARE	TTN	0	DIDA_NDI	0.32480553	0.107540235	1	0	0.209	0.294	4.6873133e-06	0.45545954	0.2098369	0.09805433	0.5003395	0.34861636	0	0	0	0	0.10609402	0.000264	0.000467	0.4242	0.11
CHD7	CYP1B1	0	DIDA_NDI	0.759403	0.480101	2	0.343	0.354	0.592	0	0.212	0.03	0.052784	1.000296	0.999704	0	0	0	0	0.0625	0.0016630269	0.002624894	0.5322	0.322
CEP152	ADGRV1	0	DIDA_NDI	0.5587935	0.230423	0	0.582	0.138	0.362	0	0.6234457	0.2708945	0.07263212	0.6281964	0.409258	0	0	0	0	0.0667	3e-06	4e-06	0.4378	1
PRKN	SLC26A4	0	DIDA_NDI	0.42114756	0.16120523	0	0.093	0.153	0.292	0	0.5478423	0.2573252	0.092280045	0.60252684	0.41013572	0	0	0	0	0	0.001523687	0.0025345515	0.4892	0.315
KISS1R	PDX1	0	DIDA_NDI	0.763101	0.44346	2	0.189	0.339	0.493	0	0.248	0.054	0.023929	0.526887	0.518945	0	0	0	0	0.0526	1.6e-05	4e-06	0.3962	0.421
WHRN	MYOC	0	DIDA_NDI	0.46977973	0.18133952	0	1	0.283	0.374	0	0.6813567	0.30267033	0.07654948	0.7497931	0.4506226	0	0	0	0	0	4.1e-05	9e-06	0.5144	0.251
COL4A4	HFE	0	DIDA_NDI	0.979435	0.481408	0	0.223	0.131	0.424	0.00026	0.182	0.014	0.054895	1e-06	1e-06	0	0	0	0	0.2857	4.5e-05	6.7e-05	0.4511	0.242
SLC3A1	PCDH15	0	DIDA_NDI	0.610739	0.25389	0	0	0.1	0.416	0	0.335	0.075	0.121051	0	0	0	0	0	0	0	6e-06	6e-06	0.3807	0.776
BBS9	USH2A	0	DIDA_NDI	0.54693776	0.19419405	0	0.758	0.379	0.481	0	0.448	0.19	0.052784	0	0	0	0.281	0	0	0.0667	0.000128	0.000224	0.3935	0.446
PYGM	MYOC	0	DIDA_NDI	0.538653	0.282257	0	0.638	0.128	0.524	0	0.985	0.025	0.038588	0	0	0	0	0	0	0	0.006851	0.012092	0.1592	0.452
DSP	LAMA1	0	DIDA_NDI	0.61385536	0.25847676	2	0.719	0.445	0.364	0	0.726	0.424	0.057007	0.999902	0.999902	0	0	0	0	0	0.000837	0.001456	0.3765	1
CDK5RAP2	TTN	0	DIDA_NDI	0.468857	0.299508	2	0.658	0.324	0.662	2.5979145e-05	0.387	0.317	0.022521	0	0	0	0.179	0	0	0.0714	0.00028	0.000438	0.3658	0.135
MAN1B1	COL4A3	0	DIDA_NDI	0.3925235	0.12064346	0	0.2	0.169	0.556	0	0.585	0.003	0.090937	7.8e-05	7.3e-05	0	0	0	0	0.1	9.1e-05	3.4e-05	0.492	0.17
SLC7A9	POLG	0	DIDA_NDI	0.615112	0.068595	1	0.413	0.12	0.207	0	0.344	0.066	0.062312	0.246124	0.246041	0	0	0	0	0.0714	2.8e-05	5e-05	0.5562	0
LMBRD1	CDH23	0	DIDA_NDI	0.305795	0.100358	0	0.076	0.163	0.622	0	0.464	0.084	0.150457	0.050695	0.050691	0	0	0	0	0.2	0.000893933	0.0015380832	0.4873	0
GGCX	USH1C	0	DIDA_NDI	0.308829	0.029174	1	0.158	0.163	0.316	0	0.189	0.055	0.090648	0	0	0	0	0	0	0	2.4e-05	2.4e-05	0.6251	0.162
NLRP3	SCN1A	0	DIDA_NDI	0.319209	0.108961	1	0.062	0.154	0.481	0	0.538	0.106	0.052784	1.447263	0.552737	0	0	0	0	0.1364	3e-06	2e-06	0.4842	0.321
TJP2	TMPRSS3	0	DIDA_NDI	0.355368	0.144471	1	0.166	0.173	0.386	0	0.351	0.253	0.087251	4.1e-05	4e-05	0	0	0	0	0.1304	0.0012681205	0.002168074	0.3863	0
GNRHR	HFE	0	DIDA_NDI	0.966651	0.494192	0	0.122	0.223	0.588	0	0.443	0.247	0.052784	0.013969	0.013967	0	0	0	0	0	6e-06	3e-06	0.5199	0.341
BMPR2	ADGRV1	0	DIDA_NDI	0.6385331	0.27745134	1	0.625	0.444	0.586	0	0.65822935	0.29446167	0.046651218	0.67256445	0.4435644	0	0	0	0	0	3e-06	4e-06	0.5126	1
LAMA1	CPT2	0	DIDA_NDI	0.52546465	0.19092146	1	0.106	0.14	0.114	0	0.266	0.036	0.052784	0	0	0	0	0	0	0.1538	0.001047	0.001829	0.4695	1
USH1C	WDR11	0	DIDA_NDI	0.51695925	0.20441934	0	1	0.33	0.536	0	0.6321555	0.24777329	0.09464	0.070328	0.070328	0	0	0	0	0	0.000182	0.000305	0.4189	1
DSP	SCN1A	0	DIDA_NDI	0.583722	0.155551	2	0.078	0.236	0.55	0	0.791	0.359	0.095715	1.999902	9.8e-05	0	0	0	0	0	0.00083	0.001469	0.6642	0.325
PYGM	MYO6	0	DIDA_NDI	0.447686	0.191291	0	0.524	0.127	0.589	0	0.696	0.264	0.057007	0.017788	0.017788	0	0	0	0	0	0.007504	0.010934	0.6759	0.285
ITGA7	FGA	0	DIDA_NDI	0.783577	0.050871	1	1	0.326	0.429	0	0.411	0.053	0.02623	0	0	0	0	0	0	0	0.001828714	0.0024589018	0.614	0.341
NOD2	USH2A	0	DIDA_NDI	0.39933327	0.13295144	0	0.686	0.201	0.573	0	0.248	0.01	0.054895	0	0	0	0	0	0	0	1e-06	1e-06	0.507	0.274
OCA2	WHRN	0	DIDA_NDI	0.5865761	0.22251791	1	1	0.136	0.411	0	0.7944379	0.3065958	0.06766536	0.8680308	0.4489866	0	0	0	0	0.1304	2.3e-05	4.1e-05	0.372	0.741
CCDC28B	TTN	0	DIDA_NDI	0.567635	0.20073	1	1	0.389	0.633	4.8690263e-06	0.501	0.203	0.103186	0	0	0	0	0	0	0.1111	0.000282	0.000433	0.4941	0.263
CAV3	MYO7A	0	DIDA_NDI	0.895777	0.218145	0	0.58	0.278	0.468	0	0.462	0.248	0.062285	0.339836	0.339836	0	0	0	0	0	3e-05	2.7e-05	0.5026	0.605
GDAP1	SLC26A4	0	DIDA_NDI	0.602008	0.275625	0	0	0.177	0.355	0	0.554	0.254	0.167149	0.000185	0.000185	0	0	0	0	0	0.0011021793	0.0017645718	0.5421	0.365
LMBRD1	MYH7B	0	DIDA_NDI	0.426617	0.22118	0	0.3030986	0.16424294	0.3926152	0	0.315	0.065	0.052207	2e-06	2e-06	0	0	0	0	0.0833	0.0011935766	0.0020346995	0.5833	0.08190156
SPRY4	ATP2B2	0	DIDA_NDI	0.322359	0.038556	1	1	0.13	0.286	0	1.559	0.243	0.057007	1.109841	0.890002	0	0	0	0	0	9.2e-05	0.000105	0.4661	1
PRKN	LRP5	0	DIDA_NDI	0.4950202	0.19661154	1	0.598	0.357	0.324	0	0.6709414	0.2901575	0.07707903	0.7646023	0.4565137	0	0	0	0	0.0968	1.3e-05	1.9e-05	0.4978	0.45
MYH7	DSP	0	DIDA_NDI	0.537277	0.201996	1	0.485	0.394	0.413	0	1.015	0.135	0.054895	1.000047	0.999756	0	0.214	0	0	0	0.002627	0.00172	0.503	0.286
KRT5	TJP2	0	DIDA_NDI	0.84486	0.345021	2	0.676	0.315	0.569	0	1.09	0.486	0.023929	0.469328	0.469327	0	0	0	0	0.1	0.003635	0.00473	0.4577	0
SLC3A1	MAN1B1	0	DIDA_NDI	0.40346783	0.14948446	0	0.168	0.272	0.55	0	0.421	0.161	0.093049	3e-06	3e-06	0	0	0	0	0	6e-05	8.8e-05	0.5536	0.249
GNRHR	COL4A4	0	DIDA_NDI	0.485243	0.012784	0	0.122	0.403	0.254	0	0.429	0.261	0.050673	0.013968	0.013968	0	0	0	0	0	4.4e-05	7e-05	0.439	0.327
LAMA1	NPHS1	0	DIDA_NDI	0.6433378	0.25286528	2	0.753	0.399	0.29	0	0.5973601	0.25249135	0.050673	0	0	0	0	0	0	0.3333	5.8e-05	7.5e-05	0.4117	1
MYH7B	ABCC6	0	DIDA_NDI	0.5141508	0.2065261	0	0.34544653	0.2325614	0.48374447	0	0.232	0.018	0.04612	1e-06	1e-06	0	0.156	0.030989189	0.0667	0	2.7e-05	3.1e-05	0.4211	0.13316157
MITF	CDH23	0	DIDA_NDI	0.626073	0.219921	1	1	0.077	0.359	0	1.123	0.575	0.036347	1.048504	0.947118	0	0.213	0	0	0.2222	2.2e-05	2.8e-05	0.5068	0.476
BBS9	RET	0	DIDA_NDI	0.882116	0.480419	1	0.505	0.267	0.545	0	1.214	0.576	0.050673	0.999889	0.999889	0	0	0	0	0.0526	0.000128	0.000223	0.5569	0.266
CEP152	CDH23	0	DIDA_NDI	0.303063	0.10309	0	1	0.098	0.275	0	0.413	0.135	0.0693	0.050693	0.050693	0	0	0	0	0.1333	6e-06	1e-06	0.4958	1
SLC26A4	TMPRSS3	0	DIDA_NDI	0.544265	0.333368	0	0.089	0.375	0.461	8.8e-05	0.453	0.355	0.14167	4e-05	4e-05	0	0.777	0	0	0.0833	0.0014707415	0.0020496496	0.5034	0.485
SLC7A9	MYO6	0	DIDA_NDI	0.592747	0.046229	0	0.425	0.31	0.384	0	0.355	0.077	0.095715	0.263871	0.228294	0	0	0	0	0.0667	0.00067	0.001189	0.3932	0
SPRY4	MYO6	0	DIDA_NDI	0.46139	0.177587	1	1	0.197	0.451	0	1.117	0.685	0.050673	0.127708	0.092131	0	0	0	0	0.0952	0.000687	0.001161	0.3645	1
GGCX	RP1L1	0	DIDA_NDI	0.38082752	0.11361297	1	0	0.211	0.283	0	0.201	0.043	0.142357	0.25239632	0.24267507	0	0.545	0	0	0	1.9e-05	3.3e-05	0.541	0.026
MYH7	SCN5A	0	DIDA_NDI	0.425459	0.090179	1	0.481	0.474	0.389	3.8e-05	0.682	0.198	0.052784	0.995893	0.995602	0	0.639	0	0	0.3333	0.001799	0.00319	0.3885	0.624
SCN1A	MYO6	0	DIDA_NDI	0.533573	0.105403	1	0.062	0.282	0.579	0	0.432	0	0.052784	1.017788	0.982212	0	0	0	0	0.1667	0.000671	0.001188	0.5332	0.197
MFN2	MYH7B	0	DIDA_NDI	0.416129	0.231668	1	0.40930468	0.23375848	0.47719058	0	0.203	0.047	0.035564	0.999816	0.999816	0	0	0	0.0769	0.3	9.5e-05	9e-05	0.4416	0.047949646
CPT2	USH2A	0	DIDA_NDI	0.3647272	0.10865274	0	0.106	0.118	0.281	0	0.244	0.014	0.0929	0	0	0	0	0	0	0.2308	0.001039	0.001842	0.4856	0.426
OCA2	ADGRV1	0	DIDA_NDI	0.44978642	0.17004193	1	0.497	0.253	0.405	0.00022	0.59147704	0.24581349	0.0824818	0.71371007	0.39847758	0	0	0	0	0.2	0	1e-06	0.3453	0.306
PRF1	CDH23	0	DIDA_NDI	0.776788	0.370635	0	1	0.132	0.54	0	0.321	0.227	0.0682536	0.050693	0.050693	0	0	0	0	0.1538	0.0011368005	0.0016558681	0.4356	0.289
PCDH15	IL17RD	0	DIDA_NDI	0.302353	0.054497	0	0	0.124	0.244	0	0.783	0.373	0.147795	2.6e-05	2.6e-05	0	0	0	0	0.0455	3e-06	1e-06	0.4018	0.467
SLC26A4	SEC23A	0	DIDA_NDI	0.607012	0.270622	0	0.105	0.259	0.324	0	1.063	0.255	0.09853	0.000128	0.000128	0	0	0	0	0	0.0013398314	0.00203442	0.5108	0
OTUD4	COL4A3	0	DIDA_NDI	0.468792	0.210842	0	0.433	0.231	0	0	0.685	0.097	0.07116	0.999992	0.999841	0	0	1.14437535e-05	0	0.15	7.8e-05	1e-05	0.4769	0
SPRY4	TYR	0	DIDA_NDI	1.035053	0.75125	2	1	0.102	0.511	0	1.143	0.659	0.057007	0.10992	0.10992	0	0	0	0	0	1.9e-05	2.4e-05	0.4645	0.657
MAN1B1	CEP152	0	DIDA_NDI	0.3868411	0.1318162	0	0.257	0.108	0.437	0	0.43	0.152	0.081436	3e-06	3e-06	0	0.154	0.04503787	0	0.3846	5.8e-05	9.2e-05	0.5847	0.21
WT1	TTN	0	DIDA_NDI	1.258811	0.490447	2	0.522	0.344	0.595	2.7386674e-05	1.351	0.647	0.025336	1.582527	0.72988474	0	0.189	0	0	0	0.000269	0.000457	0.5414	0.276
CDK5RAP2	CDH23	0	DIDA_NDI	0.287751	0.118402	1	1	0.152	0.296	0	0.309	0.239	0.0693	0.050693	0.050693	0	0	0	0	0.1579	2e-05	2.4e-05	0.5866	0.38
HFE	MYH7B	0	DIDA_NDI	1.05432	0.406523	0	0.39394465	0.2541328	0.4612369	0	0.223	0.027	0.03578	1e-06	1e-06	0	0	0	0	0	2.6e-05	3.3e-05	0.5739	0.3638293
PROKR2	MYH7B	0	DIDA_NDI	0.457626	0.190171	1	0.30177858	0.18365768	0.3949705	0	0.271	0.021	0.054721	0.000669	0.000669	0	0	0	0	0	2.2e-05	4e-05	0.461	0.10434989
PROKR2	KCNH2	0	DIDA_NDI	0.431326	0.163871	2	0.186	0.216	0.769	0	0.843	0.551	0.052784	0.99672	0.995382	0	0	0	0	0	3e-06	6e-06	0.4498	0.338
PRKN	CPT2	0	DIDA_NDI	0.47437704	0.1879439	0	0.263	0.19	0.611	0	0.6254297	0.28903762	0.08214406	0.70986307	0.44203427	0	0	0	0	0.0833	0.001051	0.001822	0.5149	0.404
NOD2	LAMA1	0	DIDA_NDI	0.59706676	0.22271763	1	0.664	0.265	0.311	0	0.27	0.032	0.052784	0	0	0	0	0	0	0	8e-06	1.4e-05	0.5889	1
PCDH15	KRT14	0	DIDA_NDI	0.5120978	0.18395734	1	0	0.253	0.271	0	0.497	0.087	0.093544	0.067343	0.067343	0	0	0	0	0	0.003137	0.005562	0.6599	0.647
LRP5	CPT2	0	DIDA_NDI	0.20524	0.002645	1	0.106	0.16	0.206	0	0.181	0.049	0.050673	0.998356	0.998355	0	0	0	0	0.12	0.00104	0.00184	0.4081	0.322
TEK	CHD7	0	DIDA_NDI	0.241969	0.037333	2	0.434	0.366	0.314	0	1.007	0.765	0.025336	1.999993	7e-06	0	0	0	0	0.0667	1.5e-05	4e-06	0.5118	0.332
MYH7	ADGRV1	0	DIDA_NDI	0.53313726	0.22245003	0	0.426	0.341	0.332	5.4e-05	0.5733009	0.25604638	0.07406356	0.5734461	0.40820876	0	0	0	0	0	0.001799	0.00319	0.5016	0.63
TRAPPC9	DISP1	0	DIDA_NDI	0.33636692	0.09559589	0	1	0.359	0.227	0	0.281	0.005	0.105568	1e-05	2e-06	0	0	0	0	0.25	8.2e-05	0.000138	0.4063	0.21
PCDH15	USH1C	0	DIDA_NDI	0.347427	0.009423	0	0	0.502	0.68	0.00093	0.272	0.138	0.006334	0	0	0	0.964	0.53	0	0.2778	6e-06	7e-06	0.4635	1
SLC7A9	MTR	0	DIDA_NDI	0.959884	0.413366	1	0.401	0.151	0.356	0	0.774	0.496	0.060145	0.246083	0.246082	0	0	0	0	0	8.7e-05	0.000154	0.5248	0
DSP	WHRN	0	DIDA_NDI	0.560149	0.22441153	1	1	0.296	0.508	0	0.78221536	0.3166903	0.053115495	0.9159971	0.4838184	0	0	0	0	0.0588	0.000852	0.001429	0.3957	0.741
CAV3	CPT2	0	DIDA_NDI	0.658258	0.455664	0	0.136	0.187	0.392	0	0.47	0.24	0.054895	0.339837	0.339836	0	0	0	0	0	0.001061	0.001803	0.5337	0.42
RET	ABCC6	0	DIDA_NDI	0.6811327	0.3111263	1	0.216	0.205	0.679	0	1.002	0.788	0.045746	0.99989	0.999888	0	0	0	0	0.0625	6e-06	6e-06	0.398	0.397
BBS9	CEP290	0	DIDA_NDI	0.511539	0.109841	1	0.823	0.352	0.808	0	0.699	0.061	0.022521	0	0	0	0.669	0.64	0	0.5333	0.000131	0.000218	0.2498	0.708
PCDH15	MAN1B1	0	DIDA_NDI	0.40109652	0.1388164	0	0	0.102	0.366	0	0.496	0.086	0.093049	3e-06	3e-06	0	0	0	0	0.0417	5.6e-05	9.5e-05	0.5815	0.299
TJP2	USH2A	0	DIDA_NDI	0.3993117	0.14377509	1	0.706	0.343	0.416	0	0.431	0.173	0.0929	1e-06	1e-06	0	0.268	0	0	0	0.000485	0.000859	0.5593	0
