GeneA	GeneB	Class	From	Recs.add	Recs.sub	EssgCom	GOSemSim_MF	GOSemSim_BP	GOSemSim_CC	GeneMANIAGG	HI.add	HI.sub	BioDis	LofIn.add	LofIn.sub	BioGRIDPP	STRINGPP	REAC_FI	PS_2DbJacSim	HighexpPer	Abundance.add	Abundance.sub	COXPRESdbMRvalue	DOSemSim
PYY	TRIB1	0	ref_100random	0.47045392	0.19462036	0	0.624	0.264	0.201	0.0	0.651	0.439	0.060498	0.661004	0.552171	0	0.0	0.0	0.0	0.1667	3.0E-6	1.0E-6	0.4454	0.366
SNRNP70	COQ6	0	ref_100random	0.469766	0.029723	1	0.538	0.132	0.74	0.0	0.7421218	0.3207931	0.084794	0.993095	0.993095	0	0.0	0.0	0.0	0.3571	0.003346	0.005448	0.5493	0.216
CLEC3A	MIEF2	0	ref_100random	0.18520996	0.03034574	0	0.0	0.103	0.104	0.0	0.22888708	0.10425475	0.238472	0.077015	0.077014	0	0.0	0.0	0.0	0.0	9.059456E-4	0.0017933132	0.5664	0.0
TRNT1	PNKP	0	ref_100random	0.296589	0.066614	0	0.494	0.299	0.722	0.0	0.4	0.252	0.072261	3.0E-6	2.0E-6	0	0.0	0.0	0.0	0.3333	9.57E-4	8.75E-4	0.476	0.0
ADCY9	ANAPC4	0	ref_100random	0.304097	0.054476	0	0.267	0.216	0.251	0.0	0.781	0.517	0.050673	1.438158	0.510463	0	0.0	0.0	0.0	0.4118	7.7E-5	1.22E-4	0.6057	0.0
CHRDL1	PDE6B	0	ref_100random	0.935859	0.176097	0	0.0	0.359	0.217	0.0	0.876	0.182	0.0929	0.053628	0.053628	0	0.0	0.0	0.0	0.0357	4.7E-5	7.4E-5	0.5036	0.0
GIPC3	OR4C3	0	ref_100random	0.34082785	0.12026143	0	0.25570476	0.16494696	0.35017708	0.0	0.261	0.155	0.087251	0.062997	0.045507	0	0.0	0.0	0.0	0.0	9.920369E-4	0.0016911706	0.50631374	0.056729015
CYB5R1	TNC	0	ref_100random	0.822547	0.561946	1	0.66	0.173	0.514	0.0	0.848	0.206	0.063333	1.5E-5	1.4E-5	0	0.0	0.0	0.0	0.1667	0.001277	9.7E-4	0.5694	0.0
ZNF106	XBP1	0	ref_100random	0.37394577	0.14241993	1	0.473	0.785	0.492	0.0	0.54869586	0.23335925	0.069906	0.423207	0.01571	0	0.0	0.0	0.0	0.0	3.7E-5	1.1E-5	0.6049	0.0
ZNF23	CYB5R3	0	ref_100random	0.378382	0.185111	0	0.609	0.0	0.0	0.0	0.78	0.438	0.127636	0.210868	0.210866	0	0.0	0.0	0.0	0.1176	0.005008	0.00888	0.5409	0.0
SGK2	RPGRIP1	0	ref_100random	0.290626	0.073986	0	0.214	0.0	0.227	0.0	0.624	0.482	0.069859	0.0	0.0	0	0.0	0.0	0.0	0.0	6.0E-6	7.0E-6	0.4973	0.0
ROS1	SVOP	0	ref_100random	0.36874	0.124964	0	0.0	0.0	0.15	0.0	0.825	0.397	0.185082	0.71084577	0.4514635	0	0.0	0.0	0.0	0.125	0.0021920302	0.0036364098	0.5148	0.0
AES	OR6C75	0	ref_100random	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
CNN2	TRIM49	0	ref_100random	0.218805	0.070607	0	0.69	0.0	0.0	0.0	0.48976067	0.21940008	0.115995	0.857833	0.433214	0	0.0	0.0	0.0	0.0	0.002288	0.004058	0.5223453	0.0
RBMX2	PIWIL4	0	ref_100random	0.488619	0.303886	0	0.878	0.6	0.639	0.0	0.14	0.03	0.066427	0.772811	0.772797	0	0.0	0.0	0.0	0.2778	4.3E-5	7.3E-5	0.3966	0.0
APOA1	GLRA1	0	ref_100random	0.55675983	0.2465334	1	0.492	0.399	0.447	0.0	0.535	0.005	0.064045	0.125231	0.027754	0	0.0	0.0	0.0	0.0	0.175193	0.310825	0.4453	0.134
TRIM21	SLC22A8	0	ref_100random	0.339764	0.033509	0	0.096	0.0	0.303	0.0	0.521	0.091	0.0929	0.093052	0.093052	0	0.0	0.0	0.0	0.0	3.4E-4	5.91E-4	0.5531	0.255
DPYSL2	CENPBD1	0	ref_100random	0.39092594	0.15297446	0	0.36395454	0.18078622	0.4100918	0.0	0.56614864	0.30601227	0.106152	1.01563	0.975486	0	0.0	0.0	0.0	0.0	0.00246	0.004365	0.4271	0.07564717
CASC10	CAP2	0	ref_100random	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
SHCBP1	IFNK	0	ref_100random	0.282688	0.083533	0	0.69	0.279	0.0	0.0	0.428	0.146	0.062285	6.0E-6	6.0E-6	0	0.0	0.0	0.0	0.0	2.0E-5	3.4E-5	0.5772	0.0
ZNF691	DUS1L	0	ref_100random	0.194644	0.022008	0	0.181	0.0	0.0	0.0	0.243	0.045	0.093219	0.41776	0.417757	0	0.0	0.0	0.0	0.4375	0.0010046121	0.0017811663	0.4309	0.0
SV2C	KLKB1	0	ref_100random	0.464318	0.192702	0	1.0	0.0	0.436	3.6E-5	0.515	0.235	0.064958	6.4E-5	6.4E-5	0	0.0	0.0	0.0	0.0	0.004288	0.007605	0.5669	0.0
IL22RA2	ACTRT2	0	ref_100random	0.528323	0.365333	0	0.27225178	0.1705646	0.43055144	0.0	0.083	0.001	0.0706	0.018722	0.018722	0	0.0	0.0	0.0	0.0	5.0E-6	1.0E-6	0.4195	0.065162405
BAG6	NPM2	0	ref_100random	0.41930255	0.16878054	1	0.726	0.291	0.764	0.0	0.67984927	0.33598703	0.079685	1.000659	0.999316	0	0.0	0.0	0.0	0.1	0.00154	0.00273	0.41	0.0
DEGS1	KIAA0232	0	ref_100random	0.45274	0.194674	0	0.3550708	0.17682791	0.4124763	0.0	0.457	0.259	0.091321	1.854372	0.13507	0	0.0	0.0	0.0	0.0	7.7E-5	1.28E-4	0.3306	0.064697824
EXOSC5	SPATA31D1	0	ref_100random	0.29209462	0.08631788	0	0.0	0.0	0.0	0.0	0.31988013	0.15022907	0.083299	0.001193	0.001193	0	0.0	0.0	0.0	0.0	4.0E-4	7.03E-4	0.4636	0.0
TSPAN14	KSR1	0	ref_100random	0.267325	0.035375	0	0.815	0.36	0.493	0.0	0.378	0.118	0.087251	1.472252	0.253887	0	0.0	0.0	0.0	0.4737	9.6209586E-4	0.0018166188	0.3105	1.0
IL18RAP	SBF1	0	ref_100random	0.323112	0.0323	1	0.089	0.128	0.365	0.0	0.207	0.045	0.095715	1.057046	0.324031	0	0.0	0.0	0.0	0.0	5.5E-5	9.5E-5	0.5071	0.0
RNF113A	SCN5A	0	ref_100random	0.350588	0.16505	1	0.522	0.119	0.324	0.0	0.373	0.111	0.071055	1.817863	0.173632	0	0.0	0.0	0.0	0.0769	8.7E-5	1.52E-4	0.4794	0.0
DBP	CCR1	0	ref_100random	0.418219	0.175971	0	0.14	0.105	0.506	0.0	0.537	0.115	0.058961	1.712023	0.071634	0	0.0	0.0	0.0	0.0476	6.6E-5	1.15E-4	0.5625	0.359
ADSS	DLGAP3	0	ref_100random	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
SRCIN1	HOMEZ	0	ref_100random	0.4312549	0.17298326	0	0.215	0.224	0.477	0.0	0.74910605	0.33372518	0.071786	1.337733	0.653275	0	0.0	0.0	0.0	0.18145192	0.0028425283	0.0045853984	0.4053	0.0
CYP17A1	CHD1L	0	ref_100random	0.933128	0.678156	1	0.352	0.299	0.54	1.0E-4	0.18	0.114	0.103311	0.035031	0.035031	0	0.0	0.0	0.0	0.0	2.24E-4	1.8E-5	0.556	1.0
CSTF1	PHF14	0	ref_100random	0.219162	0.006096	0	1.0	0.0	0.0	0.0	0.681	0.171	0.103061	1.144435	0.731357	0	0.0	0.0	0.0	0.3846	7.2E-4	0.00108	0.2922	0.0
KIF5C	TEK	0	ref_100random	0.4903912	0.18647014	1	0.344	0.23	0.401	0.0	1.555	0.217	0.054895	1.999508	4.77E-4	0	0.0	0.0	0.0	0.0	1.07E-4	1.67E-4	0.5657	0.0
ISYNA1	PPP1R9A	0	ref_100random	0.293988	0.038091	0	0.672	0.221	0.662	0.0	0.38929272	0.1536088	0.095715	0.05398	0.048701	0	0.0	0.0	0.0	0.0769	4.79E-4	7.69E-4	0.4693	0.0
DYNC1LI2	CARD8	0	ref_100random	0.156644	0.029757	0	0.69	0.127	0.614	0.0	0.361	0.233	0.0929	0.814709	0.78213	0	0.0	0.0	0.0	0.0526	4.16E-4	6.86E-4	0.5871	0.0
RPS15	ALG8	0	ref_100random	0.357551	0.011857	0	0.427	0.27	0.472	0.0	0.528	0.232	0.047215	0.697335	0.697315	0	0.0	0.0	0.0	0.25	0.007001	0.012388	0.5662	0.0
KCNK9	CDC73	0	ref_100random	0.284192	0.02757	1	0.068	0.135	0.258	0.0	0.369	0.071	0.060593	1.126952	0.872965	0	0.0	0.0	0.0	0.0	4.52E-4	8.01E-4	0.5021	0.494
TNFRSF9	EHF	0	ref_100random	0.403986	0.158094	0	0.0	0.211	0.255	0.0	0.452	0.372	0.052784	1.231782	0.725681	0	0.0	0.0	0.0	0.0	1.6E-5	3.0E-6	0.411	1.0
GNB2	PDE6G	0	ref_100random	0.276792	0.007804	0	0.604	0.51	0.415	0.0	0.49	0.17	0.048984	1.003456	0.975023	0	0.925	0.0	0.0	0.1053	0.0012888625	0.0016933052	0.5614	0.055
TNFRSF17	EPYC	0	ref_100random	0.41358	0.154881	0	0.0	0.221	0.0	0.0	0.151	0.029	0.127888	0.003155	0.003054	0	0.0	0.0	0.0	0.0	1.6E-5	2.5E-5	0.4849	0.078
EFNA2	UROD	0	ref_100random	0.46429	0.006913	1	0.712	0.188	0.356	0.0	0.622	0.324	0.072261	0.376892	0.376608	0	0.0	0.0	0.0	0.0	0.00111	0.001966	0.6232	0.0
CDC14A	LMNB2	0	ref_100random	0.369683	0.116993	2	0.589	0.289	0.624	0.0	1.634	0.046	0.052784	1.011218	0.979981	0	0.0	0.0	0.0	0.1053	9.782293E-4	0.0016085539	0.5849	0.147
TARS	UAP1L1	0	ref_100random	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
DUS4L	DYRK4	0	ref_100random	0.255059	0.103246	0	0.19	0.0	0.0	0.0	0.455	0.343	0.148797	1.41E-4	1.41E-4	0	0.0	0.0	0.0	0.25	7.0E-6	6.0E-6	0.3426	0.0
CAPN1	NAT14	0	ref_100random	0.454495	0.226284	0	0.0	0.143	0.506	0.0	0.65	0.426	0.051833	0.143218	0.143118	0	0.0	0.0	0.0	0.0833	0.003515	0.006169	0.4452	0.0
STH	SETD5	0	ref_100random	0.27711752	0.07129088	0	0.092	0.197	0.677	0.0	0.495679	0.2491687	0.173792	1.004444	0.995555	0	0.0	0.0	0.00379929	0.0909	1.6E-5	4.0E-6	0.4773	0.0
UBE2M	CDK9	0	ref_100random	0.500889	0.216293	1	0.518	0.326	0.643	6.2E-5	0.754	0.204	0.023929	0.619793	0.619243	0	0.0	0.0	0.0	0.2143	9.81E-4	9.55E-4	0.2211	0.0
TM9SF2	KCNMB1	0	ref_100random	0.229638	0.042063	0	0.0	0.205	0.467	0.0	0.247	0.047	0.087853	0.999949	0.999908	0	0.0	0.0	0.0	0.2778	3.89E-4	6.88E-4	0.544	0.0
DDX24	UQCR10	0	ref_100random	0.38522187	0.13830444	0	0.096	0.262	0.343	0.0	0.54193735	0.21730897	0.092373	0.37111	0.071675	0	0.0	0.0	0.0	0.1333	0.001382	5.54E-4	0.4314	0.0
SYCP1	BMP8A	0	ref_100random	0.3087253	0.09768642	0	0.225	0.175	0.074	0.0	0.251	0.105	0.102298	1.406961	0.493035	0	0.0	0.0	0.0	0.1667	6.0E-6	4.0E-6	0.7485	0.0
TRIM9	PDE6B	0	ref_100random	0.727777	0.384179	0	0.169	0.069	0.365	0.0	0.756	0.302	0.063889	0.987914	0.987914	0	0.0	0.0	0.0	0.5882	1.1E-5	1.0E-5	0.4916	0.147
ARPC3	TMPRSS4	0	ref_100random	0.345039	0.007071	1	0.578	0.125	0.382	0.0	0.585	0.141	0.09853	0.931507	0.931507	0	0.0	0.0	0.0	0.1333	0.01336	0.023464	0.4833	0.0
DTWD2	KLHDC9	0	ref_100random	0.202209	0.027609	0	0.0	0.0	0.0	0.0	0.246	0.032	0.10428	2.7E-5	1.6E-5	0	0.0	0.0	0.0	0.2667	2.6E-5	3.5E-5	0.3217	0.0
FURIN	CCDC85A	0	ref_100random	0.864169	0.675398	1	0.5286978	0.24558076	0.45507047	0.0	0.657	0.457	0.065255	1.001668	0.998198	0	0.0	0.0	0.0	0.25	1.2E-5	1.2E-5	0.4565	0.17567463
RAD52	MCMDC2	0	ref_100random	0.40199944	0.14311582	0	0.689	0.0	0.731	0.0	0.52829266	0.21671458	0.052488	6.0E-6	5.0E-6	0	0.164	0.0	0.0	0.125	1.0E-5	9.0E-6	0.3489	0.0
EMC6	GRIN2C	0	ref_100random	0.35669765	0.129235	0	1.0	0.116	0.386	0.0	0.5719273	0.28173527	0.0929	0.495922	0.488046	0	0.0	0.0	0.0	0.0	4.4E-5	7.6E-5	0.4517	0.0
ZNF732	ALG8	0	ref_100random	0.32781398	0.12109497	0	0.214	0.0	0.0	0.0	0.37093186	0.15253553	0.068477	1.0E-5	1.0E-5	0	0.0	0.0	0.0	0.3571	1.4E-5	7.0E-6	0.4663	0.0
GNB4	TRIM54	0	ref_100random	0.266099	0.006665	0	0.59	0.277	0.329	0.0	0.503	0.285	0.054895	0.629776	0.629774	0	0.0	0.0	0.0	0.0	9.13E-4	0.001576	0.6515	0.0
ABRACL	ADGRV1	0	ref_100random	0.3932778	0.15996456	0	0.0	0.395	0.0	0.0	0.46145588	0.2431882	0.11031472	0.5297809	0.37662742	0	0.0	0.0015759106	0.0	0.0526	0.002619	0.004645	0.5689	0.0
ARHGEF6	MLXIP	0	ref_100random	0.376747	0.155285	0	0.211	0.131	0.413	0.0	0.416	0.138	0.062285	1.97396	0.022465	0	0.0	0.0	0.0	0.2083	1.11E-4	1.86E-4	0.4844	0.093
RASGEF1B	IGFBP5	0	ref_100random	0.427507	0.210655	0	0.214	0.0	0.0	0.0	1.134	0.082	0.064185	1.348508	0.371449	0	0.0	0.0	0.0	0.0	0.001817	0.003209	0.5028	0.0
APOO	TUBA3E	0	ref_100random	0.287065	0.056408	0	1.0	0.529	0.496	0.0	0.813	0.173	0.134328	0.755318	0.752908	0	0.0	0.0	0.0	0.0625	0.006301	0.010005	0.50105125	0.0
ABCC8	CHRNA9	0	ref_100random	0.601617	0.267762	0	0.507	0.394	0.719	0.0	0.251	0.005	0.087251	4.11E-4	4.11E-4	0	0.0	0.0	0.0	0.0	3.0E-6	4.0E-6	0.5511	0.128
ATP1B2	OLIG1	0	ref_100random	0.321801	0.079917	1	0.517	0.0	0.0	0.0	0.456	0.03	0.054895	0.298797	0.060721	0	0.152	0.0	0.0	0.9231	2.3E-5	4.0E-5	0.3611	1.0
GPR132	SLC8A3	0	ref_100random	0.395427	0.080784	0	0.0	0.203	1.0	0.0	0.914	0.708	0.13493	0.655792	0.586367	0	0.0	0.0	0.0	0.0476	1.5E-5	4.0E-6	0.4842	0.0
TM2D1	NLGN4X	0	ref_100random	0.325729	0.127833	0	0.412	0.508	0.262	0.0	1.005	0.445	0.111314	0.97436	0.890237	0	0.0	0.0014544459	0.0	0.1429	3.0E-6	4.0E-6	0.5676	0.0
HAPLN1	ZNF500	0	ref_100random	0.27199572	0.07857917	1	0.173	0.0	0.143	0.0	0.281	0.073	0.14144	0.261513	0.260154	0	0.0	0.0	0.0	0.0	7.5E-5	1.31E-4	0.4674	0.0
SUFU	DNA2	0	ref_100random	0.48454702	0.17343062	1	0.352	0.37	0.686	0.0	1.294	0.184	0.050673	0.999161	0.999161	0	0.0	0.0	0.0	0.1579	2.96E-4	5.11E-4	0.3647	0.0
TNFAIP2	STK39	0	ref_100random	0.63882	0.199494	0	0.815	0.144	0.381	0.0	0.405	0.169	0.066297	1.002141	0.996784	0	0.0	0.0	0.0	0.2105	3.06E-4	3.55E-4	0.627	0.0
TAF6	ZDHHC4	0	ref_100random	0.210103	0.066786	1	0.115	0.239	0.492	0.0	0.723	0.675	0.064492	6.74E-4	6.74E-4	0	0.0	0.0	0.0	0.5625	6.1E-5	8.1E-5	0.2624	0.0
EXT1	IQCK	0	ref_100random	0.42907697	0.1874743	1	0.41877195	0.19426692	0.4194943	0.0	0.922	0.526	0.102999	1.053253	0.945388	0	0.0	0.0	0.0	0.0556	7.0E-6	7.0E-6	0.5386	0.08818132
ULBP2	ZFP37	0	ref_100random	0.162353	0.037384	0	0.264	0.051	0.356	0.0	0.367	0.217	0.102693	0.001101	0.001101	0	0.0	0.0	0.0	0.2	1.1E-5	2.0E-6	0.413	0.0
AVL9	HABP2	0	ref_100random	0.209859	0.008077	0	0.0	0.14	0.124	0.0	0.28966475	0.13058092	0.120361	3.25E-4	3.25E-4	0	0.0	0.0	0.0	0.0	0.001128	0.001868	0.5385	0.0
STRN4	STEAP2	0	ref_100random	0.226606	0.013335	0	0.134	0.329	0.216	0.0	0.219	0.157	0.092997	1.002025	0.997125	0	0.0	2.1716312E-4	0.0	0.2222	1.86E-4	2.73E-4	0.5697	0.0
ASAH2	ULBP1	0	ref_100random	0.226025	0.031876	0	0.284	0.191	0.626	0.0	0.40160626	0.17721026	0.051833	0.016073	0.015728	0	0.0	0.0	0.0	0.0	7.0E-6	1.1E-5	0.5021045	0.0
CD300LG	PRIM1	0	ref_100random	0.1871552	0.044461455	0	0.328	0.07	0.529	0.0	1.014	0.908	0.3051	0.056833	0.003037	0	0.0	0.0	0.0	0.0833	2.25E-4	2.45E-4	0.4294	0.0
CHRNA6	DPP6	0	ref_100random	0.272731	0.023524	0	0.214	0.218	0.683	0.0	0.154	0.054	0.109324	0.967693	0.967689	0	0.0	0.0	0.0	0.4	1.6E-5	1.4E-5	0.4288	0.275
RIPPLY1	PTGIS	0	ref_100random	0.40005466	0.13306211	0	1.0	0.293	1.0	0.0	0.647	0.021	0.079695	0.00783	0.007782	0	0.0	0.0	0.0	0.0526	0.0018280934	0.0025761956	0.4239	0.0
