GeneA	GeneB	Class	From	Recs.add	Recs.sub	EssgCom	GOSemSim_MF	GOSemSim_BP	GOSemSim_CC	GeneMANIAGG	HI.add	HI.sub	BioDis	LofIn.add	LofIn.sub	BioGRIDPP	STRINGPP	REAC_FI	PS_2DbJacSim	HighexpPer	Abundance.add	Abundance.sub	COXPRESdbMRvalue	DOSemSim
CCL20	KHDRBS3	0	ref_1000random	0.3734	0.040466	0	0.674	0.11	0.144	0.0	0.417	0.021	0.052784	0.956029	0.780549	0	0.0	0.0	0.0	0.0	1.03E-4	8.8E-5	0.3866	0.477
HADHB	HPD	0	ref_1000random	0.598198	0.110983	0	0.312	0.387	0.572	0.0	0.166	0.006	0.084461	0.007765	0.007765	0	0.157	0.04378712	0.0	0.0	0.007883	0.013478	0.4609	0.0
LCN2	VSX1	0	ref_1000random	0.784875	0.509897	0	0.271	0.106	0.457	0.0	0.337	0.145	0.064488	0.007196	0.006004	0	0.0	0.0	0.0	0.0	0.002801	0.004933	0.5594	0.108
PTGES3	NOL3	0	ref_1000random	0.6199074	0.29803982	1	0.583	0.324	0.591	0.0	1.02	0.874	0.052784	0.871902	0.870829	0	0.0	0.0	0.0	0.1579	0.0013019773	0.0020043605	0.5435	0.584
SNX20	ARID2	0	ref_1000random	0.210247	0.005411	0	0.553	0.0	0.675	0.0	0.651	0.397	0.14989	1.00004	0.999958	0	0.0	0.0	0.0	0.1111	4.6E-5	5.2E-5	0.4301	0.0
RND3	PXDN	0	ref_1000random	0.36701664	0.11015821	1	0.261	0.379	0.38	0.0	0.734	0.042	0.095073	0.940833	0.940792	0	0.189	0.0	0.0	0.2727	6.2E-5	8.5E-5	0.3218	0.0
TSC2	FREM2	0	ref_1000random	0.501385	0.27794	2	0.0	0.0	0.244	0.0	1.274	0.512	0.0929	1.0	1.0	0	0.0	0.0	0.0	0.2941	6.2E-5	1.0E-4	0.5059	1.0
SLC6A3	UNK	0	ref_1000random	0.577529	0.165909	0	0.248	0.105	0.562	0.0	0.849	0.451	0.156869	1.991358	0.002716	0	0.0	0.0	0.0	0.0	0.0014037549	0.0019488855	0.4071	0.0
RABGGTA	UNC45A	0	ref_1000random	0.243171	0.026879	0	0.348	0.18	0.752	5.3E-5	0.364	0.158	0.047448	0.00134	0.00134	0	0.0	0.0	0.0	0.16	7.87E-4	7.9E-5	0.2564	0.0
STXBP6	KIAA1456	0	ref_1000random	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
ISYNA1	PLS1	0	ref_1000random	0.32924	0.002839	1	0.365	0.185	0.585	1.9E-4	0.49674225	0.17792125	0.047115	0.00295	0.002329	1	0.816	0.0	0.0	0.0	8.14E-4	1.74E-4	0.499	0.0
AVL9	C1orf131	0	ref_1000random	0.3737374	0.13095829	0	0.4463907	0.19336113	0.44191304	0.0	0.46402514	0.20123352	0.068477	3.26E-4	3.25E-4	0	0.0	0.0	0.0	0.4	6.9E-5	1.2E-5	0.4661	0.09485793
EIF4E3	PPFIBP2	0	ref_1000random	0.215422	0.009836	0	0.274	0.0	0.662	0.0	0.488	0.278	0.117	0.004233	0.004233	0	0.0	0.0	0.0	0.0476	4.8E-5	4.1E-5	0.4928	0.0
FAM9B	WBP1L	0	ref_1000random	0.304822	0.104364656	0	0.34670055	0.15612257	0.32138032	0.0	0.5028034	0.2618865	0.142809	0.909482	0.909292	0	0.0	0.0	0.0	0.087	6.0E-6	8.0E-6	0.5193	0.02793533
TOB2	MYOZ3	0	ref_1000random	0.276145	0.043403	0	0.3231593	0.1513088	0.3936309	0.0	0.389	0.229	0.119622	1.049864	0.356517	0	0.0	0.0	0.0	0.1579	1.5E-5	1.9E-5	0.4959	0.025080793
SRR	HUS1B	0	ref_1000random	0.302366	0.136852	0	0.0	0.253	0.356	0.0	0.39116108	0.2125234	0.061204	0.18733	0.170704	0	0.0	0.0	0.0	0.0625	1.84E-4	3.22E-4	0.6756	0.0
IFIT1	SLTM	0	ref_1000random	0.242374	0.022976	0	0.756	0.094	0.437	0.0	0.793	0.557	0.100582	1.005345	0.994648	0	0.0	0.0	0.0	0.1579	9.78E-4	7.7E-5	0.5249	0.0
SELM	ARID1A	0	ref_1000random	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
CHRNA4	BAIAP2L1	0	ref_1000random	0.228562	0.011462	1	0.443	0.177	0.442	0.0	0.202	0.006	0.054895	0.063642	0.021906	0	0.0	0.0	0.0	0.0769	1.3E-4	2.16E-4	0.5086	0.0
ZNF777	DDT	0	ref_1000random	0.35442886	0.14375508	0	0.272	0.125	0.418	0.0	0.556	0.328	0.087251	1.41054	0.584689	0	0.0	0.0	0.0	0.0526	0.002332	0.004131	0.5737	0.0
ZC3H7A	OR4K14	0	ref_1000random	0.17168	0.044587	0	0.0	0.185	0.0	0.0	0.389	0.257	0.08541	1.02744	0.972534	0	0.0	9.4353413E-4	0.0	0.0	5.7E-5	9.1E-5	0.5252146	0.0
RPS24	INTS5	0	ref_1000random	0.33234	0.07361	0	0.815	0.452	0.834	0.0	1.233	0.685	0.021395	1.852129	0.14644	0	0.0	0.0	0.0	0.6	0.012587	0.021977	0.575	0.0
STXBP6	EPAS1	0	ref_1000random	0.478086	0.29302	1	0.33	0.136	0.397	0.0	0.404	0.02	0.045499	1.095526	0.899731	0	0.0	0.0	0.0	0.0769	2.1E-5	3.0E-5	0.4064	0.0
ABRACL	SNX27	0	ref_1000random	0.44588318	0.18598899	1	0.0	0.277	0.0	0.0	0.65755105	0.3183499	0.096752	1.267578	0.732192	0	0.0	0.0	0.0	0.0556	0.00286	0.004217	0.4839	0.0
CCDC71L	FAM81B	0	ref_1000random	0.2619862	0.08255134	0	0.25286487	0.09799712	0.23375054	0.0	0.3652703	0.2012923	0.1615	0.482188	0.482178	0	0.0	4.2604224E-4	0.0	0.0714	5.0E-6	8.0E-6	0.6209	0.001405533
CCR6	GORASP1	0	ref_1000random	0.195897	0.008331	0	1.0	0.129	0.277	0.0	0.498	0.032	0.054895	0.764859	0.631896	0	0.0	0.0	0.0	0.1538	7.8E-5	1.31E-4	0.6073	0.0
AFTPH	ADRB2	0	ref_1000random	0.886698	0.716999	0	0.815	0.562	0.585	0.0	0.596	0.316	0.050673	1.473382	0.520395	0	0.0	0.001004271	0.0	0.1176	8.8E-5	1.51E-4	0.5192	0.0
RPL9	HMOX2	0	ref_1000random	0.732962	0.519143	0	0.591	0.217	0.528	0.0	1.071	0.921	0.056832	0.919557	0.917356	0	0.0	0.0	0.0	0.0	0.007095	0.007882	0.5225	0.0
ADAMTS5	APLF	0	ref_1000random	0.324849	0.17834	0	0.493	0.148	0.425	0.0	0.44532862	0.19960895	0.06261	0.11885	0.11885	0	0.0	0.0	0.0	0.2609	8.9E-5	1.56E-4	0.433	0.0
CRYGD	OR5A2	0	ref_1000random	0.245074	0.049345	0	0.396	0.307	0.425	0.0	0.343	0.171	0.173126	0.00963	0.006822	0	0.0	0.0	0.0	0.0	2.07E-4	3.67E-4	0.49779886	0.0
SETDB1	SLC25A19	0	ref_1000random	0.32323042	0.0843831	2	0.116	0.17	0.639	0.0	0.227	0.005	0.087251	1.929607	0.070386	0	0.0	0.0	0.0	0.3125	1.91E-4	2.48E-4	0.4258	0.19
CYC1	DOCK8	0	ref_1000random	0.329419	0.116453	0	0.262	0.084	0.598	0.0	0.792	0.022	0.090085	0.97915	0.978879	0	0.0	0.0	0.0	0.1333	0.002087	0.002167	0.6476	0.0
CYP27A1	RRP1	0	ref_1000random	0.555437	0.341618	0	0.304	0.197	0.61	0.0	0.423	0.237	0.097703	0.00185	0.00185	0	0.0	0.0	0.0	0.1111	4.64E-4	7.13E-4	0.4896	0.48
RANGRF	SIRT2	0	ref_1000random	0.44371	0.230363	0	0.355	0.217	0.647	0.0	0.391	0.191	0.054253	0.020774	0.020753	0	0.0	0.0	0.0	0.0526	1.86E-4	2.06E-4	0.4619	0.0
ROM1	PLA2G4F	0	ref_1000random	0.328539	0.132069	0	0.0	0.0	0.426	0.0	0.452	0.344	0.151314	0.003269	0.003269	0	0.0	0.0	0.0	0.0	0.0017439224	0.0028371243	0.2607	0.0
STX1B	WDR63	0	ref_1000random	0.20747194	0.035244953	0	0.22101279	0.067676984	0.19943142	0.0	0.279	0.107	0.184344	0.944593	0.944357	0	0.0	0.0	0.0	0.0	1.08E-4	1.88E-4	0.5815	0.0
ZNRD1	TOX3	0	ref_1000random	0.38479835	0.17515546	0	0.3582256	0.15938409	0.3944206	0.0	0.955	0.933	0.10195	1.139202	0.849476	0	0.0	0.0	0.0	0.0455	2.01E-4	2.97E-4	0.4779	0.043048248
ANKRD13D	LNPEP	0	ref_1000random	0.408618	0.200404	0	0.0	0.154	0.677	0.0	0.172	0.03	0.060498	1.982847	0.01377	0	0.0	0.0	0.0	0.15	7.83E-4	0.001326	0.4756	0.0
ACBD3	NT5DC1	0	ref_1000random	0.234042	0.036316	0	0.129	0.0	0.0	0.0	0.331	0.155	0.06631	1.308234	0.655412	0	0.0	0.0	0.0	0.2273	0.002093	0.001493	0.5241	0.0
KLHL10	ALDH18A1	0	ref_1000random	0.573541	0.352429	0	0.0	0.0	0.0	0.0	0.682	0.172	0.137551	1.786961	0.075095	0	0.0	0.0	0.0	0.0	0.002662	0.004721	0.5247	0.0
SCAF4	OR2C3	0	ref_1000random	0.3507464	0.13482195	0	0.092	0.0	0.305	0.0	0.6262382	0.33904976	0.061464	1.114992	0.885007	0	0.0	0.0	0.0	0.1176	2.83E-4	4.94E-4	0.5315	0.0
VGLL1	DHX38	0	ref_1000random	0.241086	0.038717	0	0.181	0.345	1.0	9.0E-5	0.649	0.477	0.0929	0.449926	0.449924	0	0.0	0.0	0.0	0.0	1.37E-4	2.32E-4	0.4224	0.0
CRYAA	KLHL29	0	ref_1000random	0.33900574	0.11778818	0	0.27005756	0.15040068	0.3353877	0.0	0.4394162	0.2048342	0.122555	0.45831954	0.3372054	0	0.0	0.0	0.0	0.0	0.003368	0.005969	0.4423	0.04301979
FEM1B	FHOD1	0	ref_1000random	0.231346	0.004844	0	0.738	0.181	0.811	0.0	0.292	0.168	0.064958	0.540949	0.540949	0	0.0	0.0	0.0	0.0476	7.18E-4	0.001262	0.6756	0.0
ABCB9	E4F1	0	ref_1000random	0.255442	0.010274	1	0.327	0.229	0.63	0.0	1.009	0.535	0.117767	0.437745	0.431943	0	0.0	0.0	0.0	0.1053	1.1E-5	2.0E-6	0.4434	0.0
PSMD13	C16orf54	0	ref_1000random	0.39022636	0.1960554	0	0.4262087	0.1925762	0.33789036	0.0	1.069	0.821	0.045499	1.661594	0.325433	0	0.0	0.07439907	0.0	0.2727	0.002766	0.004894	0.5298	0.0
SOX4	RDH8	0	ref_1000random	0.395671	0.12416	1	0.158	0.226	0.249	0.0	1.249	0.619	0.088509	0.384043	0.383969	0	0.0	0.0	0.0	0.0	0.0023130167	0.0037162402	0.6013	0.107
S100Z	UBR4	0	ref_1000random	0.23692966	0.0552681	1	0.628	0.117	0.0	0.0	0.316	0.132	0.175947	1.009595	0.990405	0	0.0	0.0	0.0	0.0667	4.07E-4	7.22E-4	0.5097	0.0
CASC10	CAP1	0	ref_1000random	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
ABCF3	ZDHHC8	0	ref_1000random	0.37412357	0.15117152	0	0.115	0.0	0.191	0.0	0.659	0.401	0.098375	0.993017	0.984965	0	0.0	0.0	0.0	0.4545	3.19E-4	5.57E-4	0.3276	0.0
ENTPD2	NEK11	0	ref_1000random	0.244893	0.064149	0	0.0	0.261	0.208	0.0	0.316	0.164	0.057007	1.0E-6	1.0E-6	0	0.0	0.0	0.0	0.2353	1.3E-5	0.0	0.5239	0.296
E2F5	APC	0	ref_1000random	0.750299	0.391555	1	0.588	0.333	0.51	0.0	1.269	0.335	0.022521	1.026329	0.973671	0	0.0	0.0	0.0	0.0	1.8E-5	2.1E-5	0.5978	0.51
GNAZ	LXN	0	ref_1000random	0.343391	0.002386	0	0.591	0.0	0.177	0.0	0.459	0.111	0.100511	0.889914	0.882673	0	0.0	0.0	0.0	0.0	0.0010755131	0.0016750341	0.6135	0.0
SIX3	SERTAD4	0	ref_1000random	0.306612	0.130134	1	0.3021516	0.14772919	0.34445772	0.0	1.013	0.757	0.133522	0.990158	0.2924	0	0.0	0.0	0.0	0.0588	1.2E-5	5.0E-6	0.4331	0.026263645
ARSK	ARID4B	0	ref_1000random	0.3227032	0.11853762	1	0.44969937	0.1875347	0.46158427	4.4E-5	0.597	0.517	0.095715	1.004591	0.995362	0	0.0	0.0	0.0	0.5263	1.15E-4	3.0E-5	0.5286	0.07140737
KCNK18	LCT	0	ref_1000random	0.773802	0.557287	0	0.037	0.144	0.906	0.0	0.258	0.08	0.166681	0.064605	0.063905	0	0.0	0.0	0.0	0.0	1.5E-5	1.0E-5	0.5051646	0.296
RAMP2	SLC39A6	0	ref_1000random	0.264185	0.01726	1	0.095	0.18	0.661	0.0	0.674	0.18	0.095715	0.004655	0.003131	0	0.0	0.0	0.0	0.1905	1.3E-5	1.2E-5	0.477	0.495
CDCA7L	PON2	0	ref_1000random	0.635366	0.397232	0	0.815	0.156	0.271	0.0	0.389	0.171	0.078003	0.122066	0.119257	0	0.0	0.0	0.0	0.0	4.52E-4	7.19E-4	0.4692	0.0
CALB1	ZNF439	0	ref_1000random	0.29857832	0.08938611	0	0.577	0.0	1.0	0.0	0.56	0.188	0.130645	0.898925	0.898925	0	0.0	0.0	0.0	0.1176	8.2E-5	1.39E-4	0.524	0.0
ELP4	PIEZO2	0	ref_1000random	0.35413718	0.13056675	0	0.079	0.05	0.425	0.0	0.5471923	0.28315088	0.09464	0.616514	0.591397	0	0.0	0.0	0.0	0.1333	3.3E-5	5.6E-5	0.5563	0.0
KCNA6	MRPS7	0	ref_1000random	0.36053	0.118687	0	0.049	0.103	0.178	0.0	0.167	0.051	0.064804	0.963624	0.958641	0	0.421	0.0	0.0	0.14445668	7.0E-4	0.001235	0.4856	0.0
IL20	TSPAN16	0	ref_1000random	0.264487	0.092995	0	0.31817237	0.17189895	0.32335997	0.0	0.175	0.087	0.095715	0.002791	0.002287	0	0.0	0.0	0.0	0.0909	2.0E-6	1.0E-6	0.4532	0.039982177
ZNF653	OR10H1	0	ref_1000random	0.203707	0.0137	0	0.123	0.346	0.269	0.0	0.36	0.106	0.102753	0.779177	0.494953	0	0.0	3.1341272E-4	0.0	0.1429	0.0015382194	0.0027816675	0.5539	0.0
IL4	TRIM65	0	ref_1000random	0.33091593	0.12478872	1	0.0	0.621	0.161	0.0	0.312	0.1	0.109703	0.168021	0.168021	0	0.0	0.0041537913	0.0	0.2778	3.5E-5	5.7E-5	0.5671	0.0
HMOX2	RHPN1	0	ref_1000random	0.7268	0.525305	0	1.0	0.0	0.415	0.0	0.164	0.014	0.055433	0.001102	0.001099	0	0.0	0.0	0.0	0.1667	0.001327	0.002353	0.4883	0.0
RNF216	TNRC6B	0	ref_1000random	0.20882	0.028973	0	0.627	0.199	0.795	0.0	0.54	0.336	0.09853	1.409334	0.590665	0	0.0	0.0	0.0	0.1875	3.4E-5	3.7E-5	0.3955	0.0
ZBTB22	SLC27A3	0	ref_1000random	0.20161	0.013345	0	0.15	0.0	0.0	0.0	0.196	0.092	0.106948	0.235099	0.235099	0	0.0	0.0	0.0	0.4762	0.0010615478	0.0018603485	0.3213	0.0
ATP2B2	CAPN15	0	ref_1000random	0.37274858	0.12569252	0	0.117	0.079	1.0	0.0	0.8475422	0.32123134	0.059921	1.965131	0.034712	0	0.186	0.0	0.0	0.1053	7.8E-5	1.29E-4	0.5051	0.0
SEPT5	TMEM63A	0	ref_1000random	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
DRG1	BFAR	0	ref_1000random	0.216968	0.008291	0	0.563	0.239	0.607	0.0	0.992	0.428	0.035843	0.955753	0.951134	0	0.0	0.0	0.0	0.1429	0.001285	0.002264	0.2636	0.0
ZFAND5	NUCB1	0	ref_1000random	0.344188	0.118929	1	0.708	0.189	0.643	0.0	0.243	0.017	0.051833	0.912627	0.912543	0	0.0	0.0	0.0	0.5	0.0010539207	0.001669517	0.4786	0.0
DCAF8L1	IRS4	0	ref_1000random	0.33920833	0.1181288	0	0.2571864	0.14421	0.35990408	0.0	0.4340882	0.19631445	0.146971	0.7286	0.490268	0	0.0	0.0	0.0	0.0	1.31E-4	2.2E-4	0.5147906	0.046739444
SMCP	TRPA1	0	ref_1000random	0.28465962	0.08219193	0	0.428	0.18	0.343	0.0	0.173	0.053	0.126799	0.042993	0.042993	0	0.0	0.0	0.0	0.0	1.0E-6	1.0E-6	0.3885	0.0
ABCA2	C4orf33	0	ref_1000random	0.2444946	0.068161115	0	0.16019754	0.11235958	0.30132857	0.0	0.423	0.195	0.219346	1.000824	0.999175	0	0.0	0.0	0.0	0.1875	2.1E-5	8.0E-6	0.5529	0.0
ARMC10	UTP6	0	ref_1000random	0.205296	0.00758	0	0.0	0.0	0.459	0.0	0.187	0.033	0.090759	0.031207	0.031197	0	0.0	0.0	0.0	0.3529	4.15E-4	4.38E-4	0.3807	0.0
KLRF2	FANCF	0	ref_1000random	0.25802186	0.06708911	0	0.771	0.149	0.143	0.0	0.43393862	0.19313952	0.167149	0.55485666	0.36636662	0	0.0	0.0	0.0	0.0769	0.001292462	0.0021826336	0.4081	0.0
RDH8	KANK4	0	ref_1000random	0.229549	0.041962	0	0.0	0.04	0.249	0.0	0.483	0.147	0.126575	3.7E-5	3.7E-5	0	0.0	0.0	0.0	0.125	8.3250506E-4	0.0014601762	0.5367	0.0
THUMPD3	CPM	0	ref_1000random	0.29035	0.09184	0	0.126	0.31	0.273	0.0	0.252	0.018	0.125107	1.0E-6	1.0E-6	0	0.0	0.0	0.0	0.0833	2.11E-4	5.6E-5	0.4159	0.0
BORA	CBX1	0	ref_1000random	0.39894748	0.17027567	0	0.786	0.131	0.635	0.0	0.6556656	0.35391703	0.059647	0.950535	0.94915	0	0.0	0.0	0.0	0.125	0.001527	0.002703	0.4205	0.0
RNFT2	THAP7	0	ref_1000random	0.32353172	0.09983199	0	0.33217847	0.14983521	0.3668793	0.0	0.425	0.139	0.094934	0.820038	0.761382	0	0.0	0.0	0.0	0.0417	5.0E-6	0.0	0.5396	0.057272658
ZDHHC23	YBX3	0	ref_1000random	0.28648657	0.088915855	0	0.324	0.131	0.553	0.0	0.36514428	0.15339011	0.105568	0.006632	0.006624	0	0.0	0.0	0.0	0.0526	0.001263	0.00224	0.4402	0.0
CHRNA7	DUS1L	0	ref_1000random	0.452897	0.236245	1	0.181	0.0	0.0	0.0	0.553	0.265	0.111198	0.49169466	0.38623354	0	0.0	0.0	0.0	0.25	3.1E-5	5.2E-5	0.5003	0.0
