GeneA	GeneB	Class	From	Recs.add	Recs.sub	EssgCom	GOSemSim_MF	GOSemSim_BP	GOSemSim_CC	GeneMANIAGG	HI.add	HI.sub	BioDis	LofIn.add	LofIn.sub	BioGRIDPP	STRINGPP	REAC_FI	PS_2DbJacSim	HighexpPer	Abundance.add	Abundance.sub	COXPRESdbMRvalue	DOSemSim
DNM1	PTEN	0	DD	1.625177	0.266888	2	0.525	0.266	0.721	2.385545E-5	1.4925797	0.4223398	0.023929	1.975371	0.024357	0	0.245	0.0	0.0	0.0909	3.26E-4	3.81E-4	0.5114	0.21
FBN1	MYO1F	0	DD	0.314559	0.087025	1	0.385	0.383	0.366	0.0	1.18	0.504	0.090085	1.158022	0.841978	0	0.0	0.0024303584	0.0	0.1875	0.0013196516	0.0022212616	0.5675	0.207
FLG	MEF2C	0	DD	0.60899675	0.310768	2	0.456	0.346	0.658	0.0	1.052	0.894	0.052784	0.9434654	0.67149514	0	0.0	0.0	0.0	0.0	7.9E-5	6.9E-5	0.5261	0.24
FLG	PACS1	0	DD	0.3539251	0.12832522	1	0.683	0.102	1.0	0.0	0.304	0.146	0.06295	0.5175025	0.38559037	0	0.0	0.0	0.0	0.0	3.8E-4	6.03E-4	0.4883	0.0
GDF6	SOX10	0	DD	0.664397	0.23664	2	0.373	0.48	0.125	0.0	1.479	0.499	0.057007	1.823484	0.002712	0	0.188	0.0	0.0	0.0417	2.9E-5	3.1E-5	0.3777	0.461
GLI2	IRF6	0	DD	0.754351	0.072388	2	0.866	0.493	0.63	0.0	1.696	0.26	0.050673	1.974059	0.02382	0	0.271	0.0	0.0	0.1364	9.1E-5	1.17E-4	0.5853	0.528
GLI2	SCN2A	0	DD	0.684739	0.002776	2	0.062	0.483	0.314	0.0	1.544	0.412	0.059118	1.99894	0.00106	0	0.0	0.0	0.0	0.0	1.7E-5	1.5E-5	0.4377	0.247
HBB	KANSL1	0	DD	0.578759	0.30263278	0	0.52	0.136	0.354	0.0	0.6574766	0.35499662	0.063764	0.999734	0.999734	0	0.0	0.0	0.0	0.0455	0.068467	0.121408	0.4791	0.0
PTPN11	SHH	0	DD	1.62034	0.162522	2	0.512	0.529	0.53	0.0	0.71	0.26	0.022521	1.912838	0.086916	0	0.206	0.0	0.0	0.0556	6.21E-4	0.001068	0.4894	0.545
SCN1A	SMARCA2	0	DD	0.730451	0.30228	1	0.062	0.106	0.609	0.0	1.216	0.784	0.062285	1.999998	2.0E-6	0	0.0	0.0	0.0	0.1304	1.95E-4	3.43E-4	0.5393	0.386
NOTCH1	TTN	0	DD	1.300266	0.531902	2	0.578	0.407	0.547	2.2570013E-5	1.309	0.605	0.052784	1.0	1.0	0	0.257	0.0	0.0	0.0	0.0013825995	0.0018289525	0.56	0.286
KCNQ2	PRRT2	0	DD	0.23211	0.070465	1	0.602	0.184	0.583	0.0	0.646	0.138	0.102753	1.301092	0.69762	0	0.56	0.0	0.0	0.4375	3.1E-5	4.1E-5	0.2314	0.0
ANKRD11	SLC6A1	0	DD	0.347204	0.132482	1	0.0	0.144	0.518	0.0	0.359	0.055	0.057007	1.999302	6.98E-4	0	0.0	2.2132846E-4	0.0	0.08	1.0E-5	2.0E-6	0.5785	0.451
PTCH1	TCF12	0	DD	0.976519	0.597037	2	0.539	0.447	0.633	0.0	1.322	0.186	0.051728	1.973899	0.026099	0	0.208	0.0	0.0	0.1765	4.9E-5	7.0E-5	0.2147	0.0
COL11A1	KRIT1	0	DD	0.762866	0.069704	2	0.414	0.223	0.452	0.0	0.42	0.162	0.054895	1.094219	0.905742	0	0.0	0.0	0.0	0.1304	6.5E-5	9.1E-5	0.57	0.433
KCNQ2	SCN8A	0	DD	0.405798	0.103223	2	0.824	0.645	0.867	0.0	0.915	0.131	0.059118	1.999354	6.42E-4	0	0.759	0.0	0.1667	0.6429	5.0E-6	5.0E-6	0.2932	0.648
NF1	SOX9	0	DD	1.744222	0.072691	2	0.383	0.543	0.548	0.0	1.379	0.327	0.025336	1.98354	0.01646	0	0.307	0.0	0.0	0.0769	8.2E-5	7.7E-5	0.3777	0.558
MYH2	SMC1A	0	DD	0.481971	0.01966	0	0.609	0.161	0.571	0.0	1.827	0.103	0.0645	0.999988	0.999988	0	0.0	0.0	0.0769	0.0	0.001003	0.001426	0.5064	0.187
SETBP1	CLCN1	0	DD	0.47751173	0.18616444	0	0.4087869	0.19790436	0.43874186	0.0	1.005	0.293	0.080935	0.999003	0.999003	0	0.0	0.0	0.0	0.0	0.0014025344	0.002281239	0.5731	0.11221089
KCNT1	TTN	0	DD	0.489396	0.278968	1	0.051	0.286	0.242	3.6655695E-6	0.438	0.266	0.10037062	0.005349	0.005349	0	0.0	0.0	0.0	0.0	2.64E-4	4.67E-4	0.4243	0.0
ABCC9	RAPSN	0	DD	0.54225093	0.2310887	1	0.557	0.192	0.627	0.0	0.575	0.389	0.090085	0.033345	0.031944	0	0.0	0.0	0.0	0.0556	3.0E-6	5.0E-6	0.5444	0.313
ACTG1	WFS1	0	DD	0.6834268	0.2858705	2	0.731	0.25	0.391	0.0	1.058	0.82	0.035189	1.0340874	0.7279297	0	0.189	0.0	0.0	0.45	0.0022382576	0.0030480125	0.4505	0.33
DES	CLCN1	0	DD	0.5127931	0.20602944	0	0.672	0.451	0.397	0.0	1.098	0.386	0.105099	0.003082	0.003082	0	0.0	0.0	0.0	0.0667	0.003816	0.006757	0.4613	0.336
GATAD2B	WWOX	0	DD	1.088295	0.875259	1	0.503	0.33	0.458	0.0	1.227	0.255	0.071786	0.998595	0.998595	0	0.0	0.0	0.0	0.25	3.82E-4	6.04E-4	0.5781	0.467
GNAO1	ACADM	0	DD	0.900343	0.543145	2	0.376	0.169	0.289	0.0	0.361	0.093	0.050673	0.984288	0.984288	0	0.0	0.0	0.0	0.0	0.005897	0.008936	0.4464	0.0
HBB	TJP2	0	DD	0.331933	0.167906	1	0.611	0.318	0.478	0.0	0.36983228	0.17745978	0.052784	1.0E-6	1.0E-6	0	0.0	0.0	0.0	0.2778	0.068932	0.120582	0.4963	0.0
KIF5C	NRXN1	0	DD	0.32971987	0.094739	0	0.485	0.288	0.448	0.0	0.744	0.594	0.147795	1.999464	4.33E-4	0	0.393	0.0	0.0	0.6667	1.11E-4	1.6E-4	0.2026	0.0
KMT2D	HEXA	0	DD	0.45788103	0.17638911	0	0.489	0.165	0.427	0.0	0.72641927	0.3582638	0.086562	1.0	1.0	0	0.0	0.0	0.0	0.3636	3.83E-4	5.82E-4	0.6067	0.37
NF1	MEGF8	0	DD	1.030897	0.786016	1	1.0	0.452	0.474	0.0	1.143	0.091	0.174539	1.973137	0.026863	0	0.0	0.0	0.0	0.2222	1.01E-4	4.2E-5	0.426	1.0
NF1	GALNT3	0	DD	0.5685448	0.23633303	1	0.274	0.189	0.64	0.0	0.715	0.337	0.054895	1.00002	0.99998	0	0.0	0.0	0.0	0.1111	1.0E-4	4.5E-5	0.5344	0.485
PUF60	LOXHD1	0	DD	0.242653	0.041944	0	0.0	0.033	0.307	0.0	0.349	0.063	0.11765803	0.4061502	0.30326122	0	0.0	0.0	0.0	0.0909	0.002274	0.004031	0.5213	0.0
SCN8A	MAN2B1	0	DD	0.478925	0.030096	1	0.141	0.128	0.256	0.0	0.576	0.47	0.089362	0.999998	0.999998	0	0.0	0.0	0.0	0.0455	1.56E-4	2.74E-4	0.5204	0.0
SLC2A9	ETHE1	0	DD	0.22490473	0.044502463	1	0.148	0.319	0.286	0.0	0.101	0.047	0.121829785	0.016175	0.016175	0	0.0	0.0	0.0	0.4118	4.6E-4	8.12E-4	0.3036	0.0
SPRED1	MEGF10	0	DD	0.216173	0.032053	0	0.464	0.238	0.614	0.0	0.465	0.315	0.08623	1.862993	0.125657	0	0.0	0.0	0.0	0.1739	1.5E-5	1.1E-5	0.4205	0.21
SYNGAP1	MTFMT	0	DD	0.236716	0.005141	1	0.0	0.36	0.606	0.0	1.221	0.483	0.149564	1.000215	0.999782	0	0.0	0.0019576482	0.0	0.4118	1.8E-5	1.7E-5	0.5933	0.0
TGFB2	TYR1	0	DD	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
GFAP	MPZ	0	DD	1.048471	0.862291	0	0.764	0.15	0.425	0.0	1.241	0.051	0.079222	0.691738	0.691693	0	0.394	0.0	0.0	0.0	0.001374	0.002172	0.385	0.356
ARHGEF1	ECEL1	0	DD	0.354856	0.054247	1	0.158	0.147	0.611	0.0	0.199	0.015	0.057007	0.909589	0.909406	0	0.0	0.0	0.0	0.0667	2.32E-4	3.89E-4	0.6018	0.0
FLG	TECPR2	0	DD	0.3424969	0.12256991	1	1.0	0.0	0.0	0.0	0.56057537	0.24546225	0.087251	0.6545622	0.4182313	0	0.0	0.0	0.0	0.0	2.5E-5	2.7E-5	0.4856	0.0
TUBB3	ISCA2	0	DD	0.35727614	0.12744217	1	0.52	0.21	0.391	0.0	0.61672044	0.2964608	0.100813	0.960852	0.960727	0	0.0	0.0	0.0	0.1053	0.006234	0.010584	0.5452	0.0
NLRC4	SERPINA1	0	DD	1.118355	0.477231	0	0.673	0.275	0.365	0.0	0.274	0.066	0.035189	0.0	0.0	0	0.184	0.0	0.0	0.1111	0.087109	0.154541	0.2132	0.63
CACNB4	TANGO2	0	DD	0.361292	0.14117646	0	0.0	0.251	0.574	0.0	0.35118195	0.16206282	0.087473	0.011368	0.011359	0	0.0	0.0	0.0	0.0	1.64E-4	2.8E-4	0.6204	0.0
CPOX	ABCA1	0	DD	0.817757	0.5343	1	0.255	0.094	0.623	0.0	1.111	0.145	0.092281	0.024886	0.021569	0	0.0	0.0	0.0	0.125	0.0021190757	0.003152653	0.4855	0.255
GLI2	BLM	0	DD	0.957805	0.275843	2	0.468	0.296	0.783	0.0	1.709	0.247	0.052784	0.99894	0.99894	0	0.0	0.0	0.0	0.0833	4.1E-5	2.8E-5	0.4763	0.495
CHD8	BRWD3	0	DD	0.219382	0.021247	1	0.0	0.556	1.0	0.0	1.297	0.023	0.041423	2.0	0.0	0	0.271	0.0	0.0	0.5238	3.4E-5	4.9E-5	0.2323	0.21
ARID1B	GRIA3	0	DD	0.302419	0.049509	0	0.232	0.091	0.55	0.0	0.461	0.197	0.062285	1.998604	0.001296	0	0.0	0.0	0.0	0.0	0.0054449537	0.009543478	0.5167	0.128
ARID1B	G6PD	0	DD	1.115971	0.863061	1	0.512	0.204	0.613	0.0	0.496	0.232	0.072261	1.966341	0.033558	0	0.0	0.0	0.0	0.1818	0.003358	0.005784	0.67	0.071
CHD7	DMD	0	DD	0.903356	0.624054	2	0.639	0.352	0.28	0.0	0.462	0.22	0.090085	2.0	0.0	0	0.282	0.0	0.0	0.0667	8.0E-5	1.12E-4	0.475	0.238
COL9A3	PLP1	0	DD	0.6238642	0.252288	1	0.6	0.391	0.216	0.0	1.433	0.419	0.054895	0.902991	0.902926	0	0.188	0.0	0.0	0.5385	0.0015587243	0.0019699505	0.2333	0.296
DNM1L	PDHA1	0	DD	0.809254	0.309765	2	0.554	0.15	0.643	1.7E-4	0.616	0.056	0.071786	1.169038	0.815142	0	0.341	0.0	0.0	0.1	0.004014	0.001608	0.1532	0.298
EFHC1	SMC1A	0	DD	0.405444	0.096186	0	0.708	0.357	0.595	0.0	1.244	0.686	0.112117	0.999988	0.999988	0	0.0	0.0015521751	0.0	0.2353	9.07E-4	0.001597	0.6172	0.132
GLI2	KDM5C	0	DD	0.5352478	0.19487078	1	0.686	0.192	0.782	2.8E-4	0.88355976	0.31291705	0.082591	1.996782	0.001097	0	0.22	0.0	0.0	0.2609	5.0E-5	4.4E-5	0.5185	0.264
GLI3	LAS1L	0	DD	0.18779	0.026378	1	0.369	0.122	0.543	0.0	1.089	0.907	0.050673	1.89209	0.107899	0	0.0	0.0	0.0	0.0909	2.95E-4	4.72E-4	0.4502	0.0
GRIN2B	SHOXY	0	DD	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
PAFAH1B1	FGD1	0	DD	0.792913	0.218642	1	0.405	0.485	0.589	0.0	0.991	0.459	0.022521	1.972468	0.026798	0	0.0	0.0	0.0	0.3333	0.001337	0.002288	0.5048	0.365
SCN1A	PDHA1	0	DD	0.773594	0.345424	2	0.062	0.11	0.543	0.0	0.496	0.064	0.095715	1.99209	0.00791	0	0.0	0.0	0.0	0.0	0.001555	0.002755	0.4919	0.197
KIF5C	DMD	0	DD	0.42167574	0.1670025	1	0.521	0.209	0.34	0.0	1.01	0.328	0.095715	1.999516	4.84E-4	0	0.0	0.0	0.0	0.0	1.73E-4	5.1E-5	0.4867	0.0
MED13L	HUWE1	0	DD	0.466729	0.235376	1	0.214	0.305	0.818	8.4E-5	1.538	0.094	0.050673	2.0	0.0	0	0.255	0.0	0.0	0.3636	4.99E-4	8.65E-4	0.2121	0.0
COL7A1	DDX3X	0	DD	0.590912	0.085433	1	0.399	0.226	0.523	0.0	0.841	0.597	0.052784	0.99893	0.99893	0	0.179	0.0	0.0	0.15	0.003307	0.005822	0.4739	0.142
COL9A1	ATRX	0	DD	0.738516	0.387809	1	0.205	0.151	0.374	0.0	0.80944306	0.4295739	0.061675	1.0	1.0	0	0.0	0.0	0.0	0.037	1.19E-4	6.5E-5	0.5783	0.446
AGL	PCCA	0	DD	0.675338	0.179486	1	0.513	0.233	0.599	0.0	0.995	0.229	0.066604	0.0	0.0	0	0.0	0.0	0.0	0.0588	0.001013	2.55E-4	0.2879	0.0
HEXB	MCCC2	0	DD	0.26082	0.099888	0	0.609	0.382	0.399	0.0	0.227	0.163	0.08979	1.5E-5	1.5E-5	0	0.0	0.0	0.0	0.1579	0.002765	0.001628	0.3262	0.0
MTPAP	NPC1	0	DD	0.303166	0.156376	0	0.418	0.108	0.451	0.0	0.5753218	0.33077815	0.077146	0.910789	0.910362	0	0.0	0.0	0.0	0.125	1.61E-4	1.75E-4	0.5439	0.833
RECQL4	XPC	0	DD	0.656352	0.311813	1	0.561	0.69	0.738	0.0	0.334	0.206	0.046059363	0.7021376	0.42393377	0	0.299	0.0	0.0	0.15	0.0026673344	0.0037370126	0.6023	0.274
TPO	MMP2	0	DD	1.443573	0.480319	0	0.234	0.191	0.498	0.0	1.049	0.709	0.025336	0.791259	0.791258	0	0.0	0.0	0.0	0.0	1.88E-4	2.94E-4	0.4742	0.393
AGL	LPAR6	0	DD	0.39351314	0.156094	0	0.143	0.124	0.4	0.0	0.411573	0.18017697	0.066604	0.030437	0.030437	0	0.0	0.0	0.0	0.0	4.34E-4	7.71E-4	0.4603	0.0
PAPSS2	TRDN	0	DD	0.327253	0.008961	0	0.151	0.119	1.0	0.0	0.346	0.024	0.151314	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0018081443	0.002899273	0.6153	0.0
OTOF	SLC12A6	0	DD	0.41669074	0.16108936	0	0.135	0.219	0.258	0.0	0.811	0.193	0.030448	0.97818	0.97818	0	0.0	0.0	0.0	0.0769	1.6E-5	1.2E-5	0.5715	0.0
AGPAT2	OBSL1	0	DD	0.40809998	0.15153316	1	0.106	0.177	0.51	0.0	0.244	0.074	0.122759	1.5E-4	1.5E-4	0	0.0	0.0	0.0	0.0	2.6E-5	1.4E-5	0.3765	0.46
BBS10	PDHA1	0	DD	0.7085	0.410518	1	0.678	0.094	0.0	0.0	0.37	0.19	0.069786	0.99209	0.99209	0	0.0	0.0	0.0	0.0	0.0011087573	0.0018293193	0.5758	0.238
F7	MECP2	0	DD	0.962488	0.426091	1	0.487	0.239	0.504	0.0	0.446	0.272	0.0929	0.698102	0.698076	0	0.0	0.0	0.0	0.0	7.88E-4	5.72E-4	0.5925	0.391
FANCG	G6PD	0	DD	1.395597	0.583435	1	0.58	0.311	0.589	0.0	1.2181274	0.5598942	0.035506	0.966391	0.966391	0	0.0	0.0	0.0	0.2778	0.003311	0.005867	0.4066	0.399
TCF12	SLC35A2	0	DD	0.611945	0.232463	1	0.112	0.096	0.69	0.0	0.933	0.575	0.062377	1.754426	0.193374	0	0.0	0.0	0.0	0.1818	5.2E-5	6.3E-5	0.6213	0.0
TREX1	PHEX	0	DD	0.821497	0.410981	0	0.754	0.368	0.297	0.0	0.91098034	0.43099475	0.062847	1.092986	0.906305	0	0.0	0.0	0.0	0.0625	0.002230934	0.0032752324	0.4616	0.444
PLA2G6	BCAP31	0	DD	0.345613	0.007244	0	0.262	0.167	0.528	0.0	0.345	0.045	0.062285	0.869367	0.869367	0	0.227	0.0	0.0	0.2778	0.002994	0.005307	0.5598	0.265
CFTR	SMC1A	0	DD	1.127628	0.625998	1	0.4	0.246	0.514	0.0	1.652	0.278	0.060174	0.999988	0.999988	0	0.0	0.0	0.0769	0.0	9.08E-4	0.001594	0.5091	0.295
SLC45A2	AVPR2	0	DD	1.174431	0.003446	1	0.069	0.097	0.529	0.0	0.246	0.06	0.172067	0.119964	0.119807	0	0.0	0.0	0.0	0.0417	9.0E-6	1.7E-5	0.2715	0.657
ALG6	SHOX	0	DD	0.30794936	0.101277046	0	0.134	0.27	0.425	0.0	0.359	0.187	0.12457	0.793825	0.68309	0	0.0	0.0	0.0	0.1364	0.0022328326	0.0039200815	0.473	0.0
IRX5	HDAC8	0	DD	0.256036	0.004753	1	0.214	0.063	0.0	0.0	0.735	0.441	0.0929	0.6729206	0.4468924	0	0.0	0.0	0.0	0.1053	6.7E-5	2.6E-5	0.4688	0.703
BCS1L	NLGN4X	0	DD	0.880488	0.426925	0	1.0	0.189	0.188	0.0	0.88	0.57	0.142602	0.932299	0.932299	0	0.0	0.0	0.0	0.1364	2.55E-4	4.41E-4	0.5985	0.609
KIAA2022	PHF8	0	DD	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
SMC1A	DMD	0	DD	1.01452	0.51289	1	0.62	0.216	0.412	0.0	1.306	0.624	0.056861	1.999989	1.2E-5	0	0.0	0.0	0.0	0.2222	9.75E-4	0.001475	0.4384	0.378
